quality,ID
0.167706,00593.stimsim
0.167673,00594.stimsim
0.167508,00595.stimsim
0.167673,00596.stimsim
0.16764,00597.stimsim
0.169521,00598.stimsim
0.166155,00599.stimsim
0.169158,00600.stimsim
0.167673,00601.stimsim
0.167706,00602.stimsim
0.167607,00603.stimsim
0.167739,00604.stimsim
0.168399,00605.stimsim
0.168663,00606.stimsim
0.168498,00607.stimsim
0.165792,00608.stimsim
0.169092,00609.stimsim
0.167673,00610.stimsim
0.169917,00611.stimsim
0.167343,00612.stimsim
0.168036,00613.stimsim
0.16797,00614.stimsim
0.168861,00615.stimsim
0.168696,00616.stimsim
0.166518,00617.stimsim
0.167013,00618.stimsim
0.168069,00619.stimsim
0.167442,00620.stimsim
0.167244,00621.stimsim
0.168036,00622.stimsim
0.16731,00623.stimsim
0.168036,00624.stimsim
0.168135,00625.stimsim
0.166914,00626.stimsim
0.168597,00627.stimsim
0.167904,00628.stimsim
0.168234,00629.stimsim
0.169125,00630.stimsim
0.1683,00631.stimsim
0.168894,00632.stimsim
0.168102,00633.stimsim
0.167343,00634.stimsim
0.169092,00635.stimsim
0.167574,00636.stimsim
0.170445,00637.stimsim
0.168993,00638.stimsim
0.16995,00639.stimsim
0.167508,00640.stimsim
0.167871,00641.stimsim
0.168366,00642.stimsim
0.167442,00643.stimsim
0.168432,00644.stimsim
0.170478,00645.stimsim
0.169686,00646.stimsim
0.16764,00647.stimsim
0.168762,00648.stimsim
0.166551,00649.stimsim
0.167046,00650.stimsim
0.167046,00651.stimsim
0.166914,00652.stimsim
0.168003,00653.stimsim
0.167343,00654.stimsim
0.16731,00655.stimsim
0.168531,00656.stimsim
0.166782,00657.stimsim
0.167343,00658.stimsim
0.166485,00659.stimsim
0.167343,00660.stimsim
0.168762,00661.stimsim
0.167475,00662.stimsim
0.168234,00663.stimsim
0.167838,00664.stimsim
0.167706,00665.stimsim
0.168036,00666.stimsim
0.167805,00667.stimsim
0.16797,00668.stimsim
0.167442,00669.stimsim
0.168069,00670.stimsim
0.167607,00671.stimsim
0.168135,00672.stimsim
0.168927,00673.stimsim
0.167805,00674.stimsim
0.166551,00675.stimsim
0.169158,00676.stimsim
0.167145,00677.stimsim
0.167409,00678.stimsim
0.167277,00679.stimsim
0.167277,00680.stimsim
0.169158,00681.stimsim
0.16698,00682.stimsim
0.166518,00683.stimsim
0.168498,00684.stimsim
0.169356,00685.stimsim
0.167211,00686.stimsim
0.16962,00687.stimsim
0.168003,00688.stimsim
0.168234,00689.stimsim
0.167541,00690.stimsim
0.166551,00691.stimsim
0.167343,00692.stimsim
0.169653,00693.stimsim
0.168498,00694.stimsim
0.167607,00695.stimsim
0.166914,00696.stimsim
0.167277,00697.stimsim
0.1683,00698.stimsim
0.168201,00699.stimsim
0.169026,00700.stimsim
0.168135,00701.stimsim
0.167178,00702.stimsim
0.167937,00703.stimsim
0.16863,00704.stimsim
0.16566,00705.stimsim
0.167541,00706.stimsim
0.168663,00707.stimsim
0.167277,00708.stimsim
0.166287,00709.stimsim
0.168102,00710.stimsim
0.166782,00711.stimsim
0.167937,00712.stimsim
0.167904,00713.stimsim
0.167805,00714.stimsim
0.168729,00715.stimsim
0.167805,00716.stimsim
0.166617,00717.stimsim
0.167145,00718.stimsim
0.168168,00719.stimsim
0.170544,00720.stimsim
0.169818,00721.stimsim
0.167805,00722.stimsim
0.168003,00723.stimsim
0.168696,00724.stimsim
0.169323,00725.stimsim
0.167508,00726.stimsim
0.167442,00727.stimsim
0.167046,00728.stimsim
0.167574,00729.stimsim
0.169191,00730.stimsim
0.167244,00731.stimsim
0.168003,00732.stimsim
0.167904,00733.stimsim
0.16731,00734.stimsim
0.166782,00735.stimsim
0.16698,00736.stimsim
0.168168,00737.stimsim
0.167673,00738.stimsim
0.169092,00739.stimsim
0.170379,00740.stimsim
0.168201,00741.stimsim
0.166617,00742.stimsim
0.166518,00743.stimsim
0.167541,00744.stimsim
0.167871,00745.stimsim
0.16896,00746.stimsim
0.168366,00747.stimsim
0.168762,00748.stimsim
0.166617,00749.stimsim
0.167541,00750.stimsim
0.167343,00751.stimsim
0.168036,00752.stimsim
0.1683,00753.stimsim
0.167772,00754.stimsim
0.166287,00755.stimsim
0.168201,00756.stimsim
0.167442,00757.stimsim
0.167739,00758.stimsim
0.168564,00759.stimsim
0.166584,00760.stimsim
0.166749,00761.stimsim
0.169059,00762.stimsim
0.166419,00763.stimsim
0.165693,00764.stimsim
0.167937,00765.stimsim
0.167706,00766.stimsim
0.167607,00767.stimsim
0.168069,00768.stimsim
0.167178,00769.stimsim
0.166551,00770.stimsim
0.168399,00771.stimsim
0.168333,00772.stimsim
0.168333,00773.stimsim
0.166848,00774.stimsim
0.169257,00775.stimsim
0.169059,00776.stimsim
0.169026,00777.stimsim
0.169323,00778.stimsim
0.167376,00779.stimsim
0.168663,00780.stimsim
0.168861,00781.stimsim
0.168465,00782.stimsim
0.169389,00783.stimsim
0.16962,00784.stimsim
0.166683,00785.stimsim
0.169422,00786.stimsim
0.167772,00787.stimsim
0.169356,00788.stimsim
0.169092,00789.stimsim
0.16797,00790.stimsim
0.167838,00791.stimsim
0.167805,00792.stimsim
0.169488,00793.stimsim
0.168795,00794.stimsim
0.167112,00795.stimsim
0.168597,00796.stimsim
0.168531,00797.stimsim
0.169125,00798.stimsim
0.169257,00799.stimsim
0.169488,00800.stimsim
0.168498,00801.stimsim
0.168102,00802.stimsim
0.167937,00803.stimsim
